merchant_id,onboarding_date,days_since_onboarding,mcc_code,mcc_description,country,monthly_volume_usd,avg_ticket_usd,txn_velocity_per_day,chargeback_rate_pct,refund_rate_pct,high_risk_bin_pct,intl_card_pct,identity_risk_score,hours_to_first_txn,shared_bank_account,shared_ip_address,shared_phone,shared_owner_name,collusion_score,network_size,velocity_spike,fraud_risk_score,risk_tier,is_fraud,fraud_reason
MER00455,2023-12-03,110,5045,Electronics Wholesale,US,3998.7,157.36,35.6,0.03,1.925,24.73,8.41,6.7,40.21,0,1,0,0,1,1,0,29.9,Low,0,None
MER00456,2023-06-02,52,5411,Grocery,CA,21680.63,162.5,6.2,0.261,0.71,34.59,10.05,43.9,64.63,0,0,0,0,0,1,0,35.3,Medium,0,None
MER00457,2024-04-06,83,7372,Software/SaaS,CA,25689.12,22.0,7.6,0.608,1.645,42.3,14.87,22.0,42.18,0,0,0,0,0,1,0,18.5,Low,0,None
MER00458,2024-10-17,3,5411,Grocery,VN,6572.22,205.22,6.0,0.429,0.522,23.92,9.12,31.3,32.65,0,0,0,0,0,1,0,51.3,Medium,1,Friendly Fraud
MER00459,2023-06-25,133,5411,Grocery,RO,20134.55,121.89,41.2,0.916,1.262,12.23,5.87,16.9,12.47,0,0,0,0,0,1,0,33.5,Medium,0,None
MER00460,2024-08-17,126,5411,Grocery,NG,11716.21,47.69,8.3,0.271,3.692,4.14,5.82,43.3,51.22,0,0,0,0,0,1,0,38.5,Medium,1,Friendly Fraud
MER00461,2024-08-11,134,7011,Hotels,US,966.36,42.54,27.3,0.795,0.485,0.89,6.73,28.3,67.97,0,1,0,0,1,1,0,39.1,Medium,0,None
MER00462,2023-11-24,657,5912,Drug Stores,US,4922.59,64.45,27.6,0.62,3.24,12.28,7.22,3.9,40.39,0,0,0,0,0,1,1,28.0,Low,0,None
MER00463,2024-04-03,436,5065,Electronics Retail,CA,3233.03,24.56,344.5,0.785,1.553,8.92,30.73,46.6,81.85,0,0,0,0,0,1,1,67.6,High,1,Chargeback Abuse
MER00464,2023-06-08,31,5094,Precious Metals,US,4053.69,503.84,29.3,0.154,1.666,29.71,1.13,69.3,43.89,0,0,0,0,0,1,0,54.3,Medium,1,Account Takeover
MER00465,2023-11-16,82,5999,Misc Retail,GB,1145.96,397.88,7.6,0.8,0.552,23.17,0.21,13.5,66.18,0,0,0,0,0,1,0,20.6,Low,0,None
MER00466,2023-07-13,99,5999,Misc Retail,NG,43899.16,141.42,3.5,0.11,0.19,37.13,0.82,26.6,129.58,0,0,0,0,0,1,0,40.4,Medium,1,Identity Fraud at Onboarding
MER00467,2023-02-17,80,6012,Financial Services,CN,89589.1,72.0,14.4,0.832,0.414,2.64,14.69,20.6,15.25,0,1,0,0,1,1,0,55.8,Medium,0,None
MER00468,2024-10-19,288,5812,Restaurants,CN,35136.81,73.91,17.4,0.11,1.429,47.02,17.58,2.9,28.54,0,0,0,0,0,1,0,17.5,Low,0,None
MER00469,2023-01-01,133,5094,Precious Metals,CA,54491.16,192.11,1.4,0.257,1.54,10.16,14.47,23.0,114.22,0,0,0,0,0,1,0,36.7,Medium,0,None
MER00470,2023-08-09,152,5411,Grocery,BR,4832.15,522.08,8.5,0.078,0.143,19.51,21.72,12.4,31.93,0,0,0,0,0,1,0,17.7,Low,0,None
MER00471,2023-07-13,345,5094,Precious Metals,US,3120.08,50.89,28.7,0.194,2.637,10.57,13.0,47.5,0.34,0,0,0,0,0,1,0,57.4,Medium,0,None
MER00472,2023-02-07,295,5411,Grocery,US,2520.27,29.44,10.6,3.482,1.142,19.75,4.87,31.9,2.17,1,0,0,0,1,1,0,53.7,Medium,1,Account Takeover
MER00473,2024-08-01,25,5961,Mail Order,BR,21292.23,423.11,64.2,0.357,1.264,23.23,7.49,15.0,5.08,0,0,0,0,0,1,1,62.9,High,1,Account Takeover
MER00474,2023-05-17,225,5045,Electronics Wholesale,US,11391.18,15.07,3.1,1.39,0.372,33.45,20.76,20.1,25.13,0,0,0,0,0,1,0,32.4,Medium,0,None
MER00475,2023-10-13,102,5094,Precious Metals,CA,7216.8,32.83,45.3,0.319,0.267,38.77,12.31,53.7,23.07,0,0,0,0,0,1,0,57.5,Medium,1,Account Takeover
MER00476,2023-04-23,62,5411,Grocery,CA,56541.08,70.33,60.1,0.035,3.021,13.01,9.8,1.4,46.26,0,0,0,0,0,1,0,8.7,Low,0,None
MER00477,2023-01-12,9,5065,Electronics Retail,BR,14874.63,18.91,63.3,0.653,2.213,25.37,5.54,60.5,11.42,0,0,0,0,0,1,1,73.9,High,1,Account Takeover
MER00478,2024-01-16,120,5094,Precious Metals,NG,2303.11,273.73,3.1,0.475,3.636,7.85,26.17,51.0,26.22,1,0,0,0,1,1,0,95.6,High,1,Money Laundering
MER00479,2024-07-26,79,5045,Electronics Wholesale,US,2917.95,212.07,29.3,0.867,1.166,51.13,11.46,42.2,56.26,0,0,0,0,0,1,0,35.5,Medium,1,Money Laundering
MER00480,2024-04-29,52,7011,Hotels,CN,22538.72,50.66,9.0,2.069,1.168,10.54,16.3,6.1,220.8,0,0,0,0,0,1,0,25.2,Low,0,None
MER00481,2023-12-17,213,5912,Drug Stores,US,38661.49,323.63,3.7,0.248,4.928,9.73,2.47,60.8,30.89,0,0,0,0,0,1,0,31.0,Medium,1,Synthetic Identity
MER00482,2024-06-28,264,7372,Software/SaaS,CA,18536.93,383.48,12.2,0.153,1.702,25.7,39.17,18.9,0.13,0,0,0,0,0,1,0,40.4,Medium,1,Card Testing
MER00483,2024-09-14,50,7011,Hotels,BR,139432.11,80.39,6.8,0.347,1.104,12.69,9.62,24.6,46.06,0,0,0,1,1,1,0,30.8,Medium,1,Chargeback Abuse
MER00484,2024-06-12,9,5065,Electronics Retail,BR,94137.4,57.36,60.6,0.409,0.587,40.14,4.26,3.8,35.24,0,0,0,0,0,1,0,46.3,Medium,0,None
MER00485,2024-01-25,339,5961,Mail Order,VN,15702.16,862.3,37.2,0.223,0.502,8.71,4.41,18.5,20.88,0,0,0,0,0,1,0,51.5,Medium,0,None
MER00486,2023-02-06,1,5411,Grocery,US,2303.37,185.15,5.0,0.52,0.897,2.98,19.59,20.8,19.55,0,0,0,1,1,1,1,55.2,Medium,0,None
MER00487,2023-02-19,497,5812,Restaurants,MX,1135.72,116.32,8.4,0.405,0.658,6.8,17.99,49.7,62.2,1,0,0,0,1,1,0,66.8,High,0,None
MER00488,2023-03-29,177,5094,Precious Metals,MX,4532.04,351.97,12.7,0.446,0.459,3.19,37.01,22.5,18.68,0,0,0,0,0,1,0,62.3,High,1,Synthetic Identity
MER00489,2024-11-22,69,5961,Mail Order,IN,25079.85,121.75,18.4,0.869,0.613,47.92,2.72,18.8,174.06,0,0,0,0,0,1,0,46.2,Medium,0,None
MER00490,2023-03-13,50,7372,Software/SaaS,US,125488.65,54.29,67.2,0.469,0.539,3.37,10.6,42.1,4.83,0,0,0,0,0,1,0,20.8,Low,0,None
MER00491,2023-09-12,1,7011,Hotels,NG,15156.28,97.53,46.0,1.466,2.801,9.02,3.84,64.1,4.37,0,0,0,0,0,1,0,65.8,High,0,None
MER00492,2023-06-25,48,5812,Restaurants,GB,46774.07,254.34,21.4,0.572,0.487,20.09,20.89,25.8,122.8,0,1,0,0,1,1,0,28.5,Low,0,None
MER00493,2024-11-25,26,5812,Restaurants,US,5608.5,12.28,14.7,0.424,1.242,11.99,1.72,5.7,26.47,0,0,0,0,0,1,1,32.3,Medium,0,None
MER00494,2024-02-11,170,7372,Software/SaaS,GB,20622.82,67.49,2.4,0.107,1.569,20.68,10.33,11.9,31.49,0,0,1,0,1,1,0,28.8,Low,0,None
MER00495,2023-11-23,32,5999,Misc Retail,CA,27862.45,358.9,94.7,0.116,0.909,21.03,19.29,39.4,4.9,0,1,0,0,1,1,0,38.5,Medium,1,Synthetic Identity
MER00496,2023-03-28,135,5065,Electronics Retail,MX,415.97,53.95,11.7,0.499,0.484,49.31,7.07,26.9,21.34,0,0,0,0,0,1,1,84.2,High,1,Account Takeover
MER00497,2023-12-15,160,5411,Grocery,IN,4358.32,422.47,129.8,1.553,0.861,9.01,7.79,22.2,39.89,1,0,0,0,1,1,0,39.3,Medium,0,None
MER00498,2023-11-28,63,5094,Precious Metals,GB,33676.33,370.46,25.4,0.044,0.205,0.2,6.67,2.6,4.51,0,0,0,0,0,1,0,24.9,Low,1,Collusion – Merchant-Consumer Ring
MER00499,2023-03-02,6,5094,Precious Metals,MX,12230.68,84.31,228.2,0.53,0.549,3.29,7.63,15.8,57.68,0,0,1,0,1,1,0,67.8,High,1,Triangulation Fraud
MER00500,2024-01-07,6,5912,Drug Stores,GB,1346.45,50.98,41.6,0.08,3.558,7.76,1.2,17.0,50.13,0,0,0,0,0,1,0,15.3,Low,0,None
MER00501,2023-02-26,4,5045,Electronics Wholesale,US,211.63,67.53,3.6,1.286,2.543,23.83,9.85,25.5,41.65,0,0,0,0,0,1,0,40.6,Medium,0,None
MER00502,2024-09-02,241,5999,Misc Retail,US,4681.29,1292.86,9.6,0.201,0.969,1.67,22.18,4.8,22.51,0,1,0,0,1,1,1,31.6,Medium,0,None
MER00503,2024-01-27,68,6012,Financial Services,GB,7278.07,586.65,16.4,0.522,0.797,4.32,3.68,8.9,22.92,0,0,0,0,0,1,0,34.9,Medium,0,None
MER00504,2023-02-03,286,5912,Drug Stores,US,2151.92,102.04,7.0,0.491,1.421,3.47,15.28,25.8,97.93,1,0,0,0,1,1,0,31.0,Medium,0,None
MER00505,2023-08-19,101,5812,Restaurants,US,10042.96,49.0,12.8,0.178,4.225,17.89,0.16,73.0,1.66,0,0,0,1,1,1,0,61.6,High,1,Identity Fraud at Onboarding
MER00506,2024-10-29,108,5961,Mail Order,GB,17319.36,101.19,3.9,0.182,0.576,12.97,5.31,10.0,68.64,0,1,0,0,1,1,1,58.1,Medium,0,None
MER00507,2024-11-27,129,6012,Financial Services,CA,22159.7,114.87,20.2,0.918,2.506,14.16,1.08,30.6,10.11,0,0,0,0,0,1,0,43.2,Medium,0,None
MER00508,2023-02-05,224,5094,Precious Metals,US,236.54,25.96,26.7,0.147,0.251,5.93,24.52,25.4,70.89,0,0,0,0,0,1,0,42.8,Medium,0,None
MER00509,2023-06-30,57,5912,Drug Stores,CA,1128.42,97.52,6.0,0.085,0.305,2.64,4.59,5.9,32.15,0,0,0,0,0,1,0,7.3,Low,0,None
MER00510,2024-10-04,23,7011,Hotels,US,5131.05,337.78,206.1,0.615,0.681,40.53,1.19,7.2,21.49,0,0,0,0,0,1,0,26.6,Low,1,Synthetic Identity
MER00511,2023-11-28,146,7372,Software/SaaS,RO,19115.59,14.89,21.7,0.483,4.917,12.17,26.83,42.5,16.09,0,0,0,0,0,1,1,61.4,High,1,Account Takeover
MER00512,2023-10-08,71,5961,Mail Order,IN,16879.43,205.73,7.5,0.7,1.736,19.33,3.04,27.4,31.78,0,0,0,0,0,1,0,39.0,Medium,0,None
MER00513,2024-11-17,105,6012,Financial Services,BR,16445.46,355.95,2.8,0.028,1.509,16.3,12.84,49.5,59.25,0,0,0,0,0,1,0,49.8,Medium,0,None
MER00514,2023-10-04,187,5411,Grocery,US,4559.07,51.39,21.6,0.264,2.927,38.44,18.48,33.3,38.66,0,1,0,0,1,1,1,52.8,Medium,0,None
MER00515,2024-10-13,122,5411,Grocery,NG,4956.97,489.89,14.7,0.062,0.579,17.34,3.25,14.2,48.98,0,0,0,0,0,1,0,26.9,Low,0,None
MER00516,2024-04-03,174,5999,Misc Retail,NG,2717.6,45.14,51.4,0.6,0.891,19.2,12.19,24.3,131.41,0,0,0,0,0,1,0,43.3,Medium,0,None
MER00517,2023-11-08,141,6012,Financial Services,NG,25649.8,139.92,16.9,0.408,0.781,13.16,6.29,5.4,46.64,0,1,0,0,1,1,0,60.8,High,1,Bust-Out Scheme
MER00518,2024-05-06,242,5094,Precious Metals,US,2037.07,66.24,4.8,1.388,2.067,26.63,7.96,27.5,42.47,0,0,0,0,0,1,0,58.2,Medium,1,Card Testing
MER00519,2023-06-13,220,5812,Restaurants,MX,29000.1,66.22,149.1,0.307,0.264,26.68,4.44,48.8,22.62,0,0,0,0,0,1,0,54.3,Medium,1,Account Takeover
MER00520,2023-10-11,137,5065,Electronics Retail,CN,11067.63,48.56,33.9,0.197,3.319,23.13,0.48,54.7,18.81,0,0,0,0,0,1,0,55.4,Medium,1,Chargeback Abuse
MER00521,2023-09-24,204,5999,Misc Retail,GB,7573.67,181.01,14.8,0.536,0.703,24.94,10.75,0.5,36.15,0,0,1,0,1,1,0,28.7,Low,1,Identity Fraud at Onboarding
MER00522,2024-06-16,372,5094,Precious Metals,MX,3025.81,210.36,24.5,0.113,0.674,82.9,9.07,18.3,0.65,0,0,0,0,0,1,0,83.1,High,1,Card Testing
MER00523,2023-05-17,101,6012,Financial Services,CA,1060.7,84.4,35.5,0.706,1.36,0.86,4.31,21.5,41.2,0,0,0,0,0,1,0,33.7,Medium,1,Card Testing
MER00524,2024-03-29,95,6012,Financial Services,GB,3067.2,23.1,3.6,0.875,0.655,18.03,0.99,64.7,19.47,0,0,0,0,0,1,0,48.8,Medium,1,Identity Fraud at Onboarding
MER00525,2023-04-03,260,7372,Software/SaaS,US,4939.35,134.72,24.3,0.371,4.237,9.3,3.92,72.4,71.72,0,0,0,0,0,1,0,33.5,Medium,1,Identity Fraud at Onboarding
MER00526,2024-10-18,157,7372,Software/SaaS,MX,231.94,137.28,11.7,0.699,1.001,6.92,19.78,28.1,7.08,1,0,0,0,1,1,0,55.7,Medium,1,Collusion – Merchant-Consumer Ring
MER00527,2023-05-29,13,5812,Restaurants,US,6026.77,72.48,36.9,0.517,0.621,28.35,8.96,12.0,61.56,0,0,0,0,0,1,0,23.2,Low,0,None
MER00528,2024-11-20,400,5411,Grocery,CA,32420.17,582.44,8.3,0.116,0.757,16.94,11.81,17.9,28.38,0,0,0,0,0,1,0,11.5,Low,0,None
MER00529,2023-10-25,5,6012,Financial Services,US,18974.04,18.84,9.7,0.528,0.643,0.87,3.38,24.0,26.22,0,0,0,0,0,1,0,44.3,Medium,0,None
MER00530,2023-04-19,248,6012,Financial Services,GB,3849.47,9.8,147.7,0.072,1.191,7.96,14.31,21.6,2.23,0,0,0,1,1,1,0,50.6,Medium,1,Bust-Out Scheme
MER00531,2023-05-19,255,5094,Precious Metals,US,8694.14,43.34,88.0,0.312,0.876,11.55,2.37,4.4,20.21,1,1,0,0,2,11,0,71.4,High,1,Bust-Out Scheme
MER00532,2024-04-13,550,5094,Precious Metals,BR,3518.37,183.17,0.4,0.232,0.533,0.26,20.46,28.4,129.3,0,0,0,0,0,1,0,48.7,Medium,0,None
MER00533,2023-07-11,10,5065,Electronics Retail,NG,10128.83,31.32,80.5,0.484,1.16,7.36,12.18,57.5,0.59,1,0,1,0,2,2,0,100.0,High,1,Collusion – Merchant-Consumer Ring
MER00534,2023-05-26,163,7995,Gambling,US,81647.11,33.75,18.4,0.368,2.024,12.8,3.31,18.8,7.43,1,0,0,1,2,2,0,64.1,High,1,Collusion – Merchant-Consumer Ring
MER00535,2024-01-21,100,5961,Mail Order,US,34639.44,233.0,8.6,0.613,2.384,68.61,3.54,17.4,73.97,0,0,0,0,0,1,0,55.5,Medium,0,None
MER00536,2023-10-05,72,6012,Financial Services,US,17697.73,142.96,6.0,0.33,0.984,2.86,10.94,6.8,25.02,0,1,0,0,1,1,0,46.0,Medium,0,None
MER00537,2023-09-19,17,5812,Restaurants,IN,3868.7,131.24,6.4,2.081,2.945,27.83,6.61,42.8,7.66,0,0,0,0,0,1,0,51.5,Medium,0,None
MER00538,2023-09-19,148,7372,Software/SaaS,GB,24956.95,196.65,8.9,0.679,1.16,22.12,16.72,72.7,9.15,0,0,0,0,0,1,0,49.3,Medium,0,None
MER00539,2023-07-14,117,5812,Restaurants,CA,645.28,58.84,5.2,2.997,1.999,27.8,5.52,6.7,6.1,0,0,0,0,0,1,0,39.8,Medium,0,None
MER00540,2024-02-20,19,5094,Precious Metals,US,5549.54,61.62,4.0,0.726,1.014,44.01,33.63,15.9,2.16,0,0,0,0,0,1,0,68.7,High,1,Card Testing
MER00541,2023-01-29,170,5065,Electronics Retail,MX,19449.31,202.31,5.8,0.118,1.984,40.88,1.76,18.6,230.3,0,0,1,0,1,1,0,64.6,High,1,Bust-Out Scheme
MER00542,2023-03-18,241,5812,Restaurants,IN,24603.2,23.46,29.6,0.662,0.668,7.42,6.39,25.6,32.09,0,0,0,0,0,1,0,12.5,Low,0,None
MER00543,2023-08-23,262,7011,Hotels,CN,22133.04,10.56,21.3,0.849,1.677,13.81,2.19,25.0,14.87,0,0,0,0,0,1,0,24.9,Low,0,None
MER00544,2024-05-17,424,7011,Hotels,MX,12610.01,58.36,39.1,0.022,5.14,1.75,2.26,23.3,35.15,0,0,0,1,1,1,0,37.2,Medium,1,Collusion – Merchant-Consumer Ring
MER00545,2023-03-20,94,5999,Misc Retail,US,6041.53,228.35,18.5,0.509,1.763,29.4,3.78,4.1,22.16,0,1,0,0,1,1,1,35.9,Medium,0,None
MER00546,2023-04-03,550,5411,Grocery,US,18159.77,116.23,4.2,0.648,1.759,25.47,4.18,22.8,80.91,0,1,0,0,1,1,1,47.3,Medium,1,Friendly Fraud
MER00547,2023-11-02,361,7011,Hotels,US,1940.51,212.15,36.4,0.133,0.182,3.38,15.37,34.2,44.01,0,1,0,0,1,1,0,44.8,Medium,1,Account Takeover
MER00548,2024-07-27,63,5045,Electronics Wholesale,US,2282.4,11.99,6.0,0.648,1.58,13.38,10.41,70.3,85.15,0,0,0,0,0,1,0,47.5,Medium,1,Synthetic Identity
MER00549,2024-03-22,31,7995,Gambling,US,8889.29,123.41,43.6,0.79,0.307,5.52,4.31,26.5,12.9,0,0,0,0,0,1,0,37.3,Medium,1,Chargeback Abuse
MER00550,2024-10-14,102,5045,Electronics Wholesale,US,10506.99,173.1,5.0,0.194,0.274,22.8,0.0,54.9,37.39,0,0,0,0,0,1,1,35.4,Medium,0,None
MER00551,2024-11-17,92,6012,Financial Services,CA,524.04,23.32,8.8,0.545,1.116,12.22,0.52,26.0,14.67,0,0,0,0,0,1,0,45.6,Medium,0,None
MER00552,2024-07-21,154,5065,Electronics Retail,RO,16038.05,213.16,13.0,0.178,4.231,27.45,0.6,45.3,13.94,0,1,0,0,1,1,0,85.4,High,1,Synthetic Identity
MER00553,2024-07-06,157,5065,Electronics Retail,MX,25824.85,80.52,45.1,0.747,1.018,11.65,13.52,16.7,9.57,0,0,0,0,0,1,1,63.8,High,1,Friendly Fraud
MER00554,2023-01-23,249,5961,Mail Order,CN,7216.12,1941.73,24.8,0.701,0.056,13.85,7.7,25.1,24.64,0,0,0,0,0,1,0,40.3,Medium,0,None
MER00555,2023-11-22,128,7372,Software/SaaS,BR,285414.97,10.2,20.6,1.202,0.555,20.71,30.21,9.5,57.3,0,0,0,0,0,1,0,23.3,Low,0,None
MER00556,2024-05-14,19,5812,Restaurants,US,2909.1,353.94,193.0,0.159,2.144,30.52,10.69,20.2,34.01,0,0,0,0,0,1,0,31.3,Medium,0,None
MER00557,2023-08-21,351,5411,Grocery,BR,4714.36,60.69,2.2,0.385,0.739,24.94,2.97,23.1,172.59,0,0,0,0,0,1,0,26.8,Low,0,None
MER00558,2023-09-06,66,5912,Drug Stores,US,4480.1,17.87,5.8,0.196,0.412,14.01,12.61,41.5,14.82,0,0,0,0,0,1,1,35.0,Medium,0,None
MER00559,2023-04-11,639,7011,Hotels,MX,7228.01,53.15,5.5,0.869,1.097,40.9,0.71,13.9,56.27,0,0,0,0,0,1,0,32.5,Medium,0,None
MER00560,2024-07-07,22,5912,Drug Stores,CA,4948.86,118.8,2.4,0.912,0.128,22.2,5.06,30.2,22.54,0,0,0,1,1,1,1,61.3,High,0,None
MER00561,2024-11-29,571,5812,Restaurants,VN,982.19,254.03,8.5,1.033,0.387,34.94,6.52,13.7,20.58,0,0,0,0,0,1,0,45.3,Medium,1,Bust-Out Scheme
MER00562,2023-11-02,17,5812,Restaurants,US,3569.49,503.69,45.8,0.223,1.614,12.32,4.71,14.8,27.15,0,0,0,0,0,1,0,18.5,Low,0,None
MER00563,2024-10-14,47,5411,Grocery,US,6999.32,373.12,9.9,0.133,1.802,36.98,6.75,35.1,13.18,0,0,0,0,0,1,0,27.8,Low,0,None
MER00564,2023-08-04,8,5999,Misc Retail,RO,51167.41,34.28,13.5,0.569,1.304,28.24,9.42,66.8,129.91,0,1,0,0,1,1,0,80.1,High,0,None
MER00565,2023-09-29,219,5065,Electronics Retail,US,220436.49,278.71,2.5,0.585,0.62,22.59,9.54,20.1,22.86,0,0,0,0,0,1,0,39.4,Medium,0,None
MER00566,2024-11-29,341,7372,Software/SaaS,BR,60066.7,133.12,7.7,0.592,0.638,31.94,11.79,5.0,14.7,0,1,0,0,1,1,0,29.2,Low,0,None
MER00567,2023-09-24,102,7372,Software/SaaS,BR,2532.42,46.78,11.5,0.02,3.518,19.97,2.86,19.7,42.63,0,0,0,0,0,1,0,10.6,Low,1,Synthetic Identity
MER00568,2023-09-08,474,5961,Mail Order,CN,2853.45,72.83,43.4,0.124,0.916,8.67,2.76,31.3,8.59,0,0,1,0,1,1,1,58.0,Medium,1,Card Testing
MER00569,2023-04-23,160,5999,Misc Retail,VN,6380.53,44.26,2.7,0.371,2.042,9.4,18.69,21.6,62.85,0,0,0,0,0,1,0,40.8,Medium,0,None
MER00570,2023-08-18,178,5045,Electronics Wholesale,VN,117811.17,93.42,11.6,0.688,3.076,25.62,22.08,20.9,25.04,1,1,0,0,2,4,0,72.5,High,1,Money Laundering
MER00571,2024-08-26,336,7995,Gambling,US,6322.46,43.39,74.0,0.776,3.348,20.46,22.05,32.2,35.49,0,0,0,1,1,1,0,64.6,High,0,None
MER00572,2024-11-08,63,7372,Software/SaaS,CN,1106.26,32.2,11.8,0.094,1.604,8.14,26.49,22.0,85.94,0,0,0,0,0,1,0,23.5,Low,1,Money Laundering
MER00573,2024-05-04,78,7011,Hotels,MX,3820.87,145.35,1.6,0.073,0.088,15.56,24.19,25.5,7.49,0,1,0,0,1,1,0,55.4,Medium,1,Triangulation Fraud
MER00574,2023-03-09,425,6012,Financial Services,MX,25224.83,168.8,93.2,1.173,2.588,2.15,9.12,23.1,42.48,0,0,0,0,0,1,0,66.0,High,1,Collusion – Merchant-Consumer Ring
MER00575,2023-01-15,416,5094,Precious Metals,US,22809.0,74.62,48.5,0.139,0.874,8.39,10.32,12.6,1.66,1,0,0,0,1,1,0,65.9,High,0,None
MER00576,2024-07-23,675,5812,Restaurants,MX,6000.96,353.42,57.0,0.618,2.127,6.19,2.7,71.8,24.41,0,1,1,0,2,4,0,87.3,High,1,Collusion – Merchant-Consumer Ring
MER00577,2024-06-03,417,5961,Mail Order,VN,22586.82,69.38,2.5,0.437,0.725,5.46,1.99,45.7,92.26,0,0,1,0,1,1,1,96.9,High,1,Card Testing
MER00578,2023-09-13,24,5045,Electronics Wholesale,IN,267.8,66.5,123.3,0.737,3.5,58.61,3.51,30.4,61.98,0,1,0,0,1,1,0,44.9,Medium,1,Account Takeover
MER00579,2023-09-09,312,5812,Restaurants,CA,9468.67,174.25,7.9,0.407,0.852,29.64,19.19,35.9,73.85,1,0,0,0,1,1,0,45.5,Medium,1,Friendly Fraud
MER00580,2024-03-18,94,7372,Software/SaaS,US,29467.05,78.85,10.9,0.045,0.41,31.16,10.22,15.9,26.15,0,0,0,0,0,1,0,20.8,Low,0,None
MER00581,2024-05-17,730,5094,Precious Metals,CA,2323.21,97.98,8.6,0.416,3.202,10.25,1.11,14.6,31.12,0,0,0,0,0,1,0,35.1,Medium,1,Bust-Out Scheme
MER00582,2023-12-01,115,5045,Electronics Wholesale,CN,2311.13,7.24,62.6,1.28,0.917,9.22,18.13,24.5,88.04,0,1,0,0,1,1,0,35.4,Medium,0,None
MER00583,2023-04-12,145,5999,Misc Retail,BR,492.91,91.53,16.2,0.099,0.499,21.41,4.7,44.8,33.87,0,0,0,0,0,1,0,26.4,Low,0,None
MER00584,2023-11-05,135,7011,Hotels,CA,87978.12,14.48,35.8,0.653,3.394,19.65,16.66,8.4,43.17,0,0,0,0,0,1,0,20.8,Low,0,None
MER00585,2023-11-11,69,5812,Restaurants,US,2751.14,26.55,22.0,0.13,0.517,3.65,13.18,21.0,88.72,0,0,0,0,0,1,0,9.7,Low,0,None
MER00586,2024-09-14,14,5411,Grocery,CA,11632.58,23.68,17.9,1.315,1.061,24.7,9.43,15.7,81.13,0,0,0,0,0,1,0,34.1,Medium,1,Identity Fraud at Onboarding
MER00587,2023-11-22,406,5812,Restaurants,CA,20047.82,31.73,6.4,0.804,0.318,46.65,6.34,26.8,13.41,0,0,0,0,0,1,1,36.5,Medium,0,None
MER00588,2023-03-27,292,5812,Restaurants,RO,78284.27,51.99,176.7,0.124,0.689,6.18,22.01,17.0,42.51,0,0,0,0,0,1,0,29.8,Low,0,None
MER00589,2023-07-07,27,5812,Restaurants,MX,6432.72,55.34,3.5,0.302,0.746,37.31,11.84,21.5,11.06,1,0,0,0,1,1,0,64.7,High,1,Money Laundering
MER00590,2023-12-06,269,5812,Restaurants,US,3607.81,174.91,32.9,0.048,3.063,2.0,3.24,41.0,1.98,0,0,0,1,1,1,0,43.2,Medium,1,Bust-Out Scheme
MER00591,2023-11-13,176,7011,Hotels,GB,10504.95,112.44,31.6,0.525,2.93,16.98,6.93,53.3,5.26,0,0,0,0,0,1,0,28.0,Low,1,Chargeback Abuse
MER00592,2023-12-19,94,5812,Restaurants,US,55610.12,13.45,80.3,0.097,1.93,15.38,4.7,19.6,30.37,0,1,0,0,1,1,0,28.9,Low,0,None
MER00593,2023-10-22,52,5999,Misc Retail,VN,6277.59,97.84,106.2,0.46,0.84,13.18,13.25,58.7,105.4,0,0,0,0,0,1,0,52.4,Medium,0,None
MER00594,2023-08-02,353,5961,Mail Order,CA,1934.68,123.75,17.0,1.59,1.029,11.26,3.09,7.1,31.15,1,0,0,0,1,1,1,64.6,High,0,None
MER00595,2023-09-28,216,5045,Electronics Wholesale,GB,803.41,64.81,38.0,0.532,0.801,43.39,1.97,44.2,6.48,0,0,0,0,0,1,0,36.0,Medium,1,Account Takeover
MER00596,2024-11-24,142,7011,Hotels,CA,1297.32,84.7,167.0,0.037,0.524,4.12,0.66,26.6,7.38,0,1,0,0,1,1,1,40.0,Medium,0,None
MER00597,2023-03-14,169,5812,Restaurants,BR,29631.32,108.89,18.6,0.106,3.187,4.74,0.38,43.4,46.53,0,1,0,0,1,1,0,27.6,Low,0,None
MER00598,2023-02-04,17,5812,Restaurants,MX,5009.36,193.37,5.6,0.203,0.714,39.39,7.37,15.8,93.94,0,0,0,0,0,1,0,44.3,Medium,0,None
MER00599,2024-09-01,115,5411,Grocery,BR,3257.51,18.64,12.7,0.386,1.621,1.28,1.18,7.9,18.52,0,0,0,0,0,1,0,6.0,Low,0,None
MER00600,2024-11-29,38,5812,Restaurants,US,2768.47,70.5,4.2,0.874,1.052,38.37,1.99,30.2,38.33,0,0,0,0,0,1,0,30.4,Medium,1,Friendly Fraud
MER00601,2024-01-15,42,5812,Restaurants,US,9205.61,406.81,31.4,0.158,1.413,10.36,2.05,31.7,106.98,0,0,0,0,0,1,0,4.6,Low,0,None
MER00602,2024-07-11,194,5812,Restaurants,US,5657.95,371.17,72.0,0.112,1.274,16.2,22.36,40.0,6.82,0,0,0,0,0,1,0,26.3,Low,0,None
MER00603,2024-04-03,435,5411,Grocery,MX,5379.24,210.81,17.4,0.085,1.944,4.04,17.26,51.7,8.17,0,1,0,1,2,4,0,76.2,High,1,Money Laundering
MER00604,2023-04-28,93,5411,Grocery,US,61327.64,153.98,2.9,0.387,1.755,5.06,19.14,11.9,22.73,0,0,0,0,0,1,0,15.1,Low,0,None
